area,contours,radius,hull_radius,centroid_x,centroid_y,weight_0_1,weight_0_2,weight_0_3,weight_0_4,weight_0_5,weight_0_6,weight_0_7,weight_1_1,weight_1_2,weight_1_3,weight_1_4,weight_1_5,weight_1_6,weight_1_7,weight_2_1,weight_2_2,weight_2_3,weight_2_4,weight_2_5,weight_2_6,weight_3_1,weight_3_2,weight_3_3,weight_3_4,weight_3_5,weight_3_6,weight_4_1,weight_4_2,weight_4_3,weight_4_4,weight_4_5,weight_4_6,weight_5_1,weight_5_2,weight_5_3,weight_5_4,weight_5_5,weight_5_6,weight_6_1,weight_6_2,weight_6_3,weight_6_4,weight_6_5,weight_6_6,weight_6_7,weight_7_1,weight_7_2,weight_7_3,weight_7_4,weight_7_5,weight_7_6,weight_7_7,num_holes,label
259.5,36,10.8270391042,13.6699303117,16.2350674374,13.7154784843,0.0,8.0,16.0,12.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,6.0,16.0,16.0,16.0,8.0,0.0,0.0,8.0,12.0,16.0,9.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,9.0,16.0,16.0,16.0,0.0,0.0,0,9
376.5,41,10.9360750969,13.9400829436,14.632580788,15.5405046481,0.0,0.0,16.0,16.0,9.0,0.0,0.0,0.0,9.0,16.0,16.0,16.0,0.0,0.0,10.0,14.0,16.0,16.0,11.0,0.0,0.0,16.0,16.0,14.0,0.0,0.0,0.0,16.0,16.0,15.0,0.0,0.0,0.0,14.0,0.0,13.0,8.0,0.0,0.0,13.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,0.0,0.0,1,8
367.0,42,10.62100277,13.9900283247,15.5163487738,14.1653042688,0.0,0.0,16.0,16.0,7.0,0.0,0.0,0.0,16.0,11.0,10.0,16.0,0.0,0.0,12.0,16.0,0.0,0.0,16.0,0.0,6.0,16.0,14.0,14.0,15.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,14.0,16.0,9.0,0.0,0.0,0.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,16.0,16.0,9.0,0.0,0.0,1,8
302.0,46,10.2325268309,14.091341284,16.662803532,16.4784768212,0.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,14.0,0.0,0.0,0.0,0.0,12.0,16.0,13.0,0.0,0.0,6.0,16.0,16.0,8.0,0.0,0.0,13.0,16.0,16.0,0.0,0.0,0.0,11.0,15.0,16.0,12.0,0.0,0.0,0.0,12.0,16.0,15.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,8.0,0.0,0,1
305.5,39,9.92582681683,13.4700216117,16.1462084015,15.5951991271,0.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,0.0,0.0,15.0,16.0,16.0,10.0,0.0,8.0,16.0,16.0,16.0,13.0,0.0,0.0,0.0,8.0,16.0,14.0,0.0,0.0,0.0,11.0,16.0,16.0,0.0,0.0,0.0,0.0,14.0,14.0,7.0,0.0,0.0,0,1
324.5,36,10.4326877227,14.054654727,14.7349768875,15.1664098613,0.0,10.0,16.0,16.0,10.0,0.0,0.0,0.0,13.0,16.0,16.0,16.0,0.0,0.0,0.0,9.0,16.0,16.0,7.0,0.0,0.0,6.0,16.0,13.0,0.0,0.0,0.0,11.0,16.0,14.0,0.0,0.0,0.0,16.0,9.0,13.0,0.0,0.0,0.0,16.0,10.0,16.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,0.0,0.0,0.0,1,8
282.0,69,9.40723718044,13.6023964951,15.7387706856,16.298463357,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,6.0,15.0,0.0,10.0,14.0,0.0,14.0,10.0,12.0,16.0,15.0,13.0,16.0,0.0,11.0,14.0,16.0,16.0,12.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0,4
322.0,43,10.9416990721,13.0299193191,14.9725672878,16.6454451346,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,0.0,0.0,0.0,12.0,16.0,16.0,0.0,0.0,0.0,13.0,16.0,8.0,0.0,0.0,0.0,16.0,16.0,13.0,0.0,0.0,0.0,16.0,0.0,12.0,10.0,0.0,0.0,11.0,12.0,12.0,16.0,0.0,0.0,0.0,0.0,14.0,16.0,11.0,0.0,0.0,1,8
291.0,55,9.90718899172,13.6061988031,14.3442153494,16.5698739977,0.0,11.0,16.0,0.0,0.0,0.0,0.0,8.0,16.0,11.0,7.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,10.0,0.0,6.0,16.0,8.0,13.0,14.0,0.0,0.0,8.0,16.0,16.0,0.0,0.0,0.0,7.0,16.0,16.0,9.0,0.0,0.0,10.0,16.0,16.0,15.0,0.0,0.0,0.0,7.0,16.0,10.0,0.0,0.0,0.0,0,8
239.5,48,11.0966697032,14.5320412839,16.9422407794,17.260960334,0.0,10.0,16.0,11.0,0.0,0.0,0.0,0.0,16.0,13.0,14.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,9.0,16.0,16.0,12.0,6.0,0.0,0.0,11.0,16.0,16.0,16.0,16.0,0.0,0,2
253.5,40,10.2479548454,14.7812688087,15.1696252465,16.5285996055,0.0,14.0,16.0,14.0,0.0,0.0,0.0,0.0,16.0,12.0,16.0,7.0,0.0,0.0,0.0,8.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,16.0,9.0,0.0,0.0,0.0,16.0,16.0,16.0,13.0,0.0,0.0,0.0,8.0,10.0,16.0,16.0,0.0,0.0,0,2
220.5,59,10.2890450692,14.5629203515,14.6530612245,15.7029478458,0.0,8.0,16.0,16.0,12.0,0.0,0.0,0.0,16.0,8.0,8.0,12.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,9.0,0.0,0.0,0.0,0.0,7.0,12.0,11.0,0.0,0.0,10.0,0.0,9.0,16.0,0.0,0.0,0.0,12.0,16.0,16.0,0.0,0.0,0.0,0,5
293.0,39,11.3778171569,13.7409125541,15.9169510808,20.2502844141,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,8.0,0.0,0.0,16.0,14.0,0.0,11.0,10.0,0.0,13.0,12.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,16.0,16.0,14.0,0.0,1,6
340.5,46,11.3322788016,13.2743900082,15.6098874205,14.1311796378,0.0,12.0,16.0,8.0,0.0,0.0,0.0,0.0,16.0,10.0,14.0,6.0,0.0,0.0,12.0,13.0,0.0,9.0,16.0,0.0,8.0,16.0,12.0,15.0,16.0,6.0,0.0,8.0,8.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,7.0,16.0,0.0,0.0,0.0,12.0,16.0,16.0,14.0,0.0,0.0,1,9
301.5,38,10.8452283249,13.7160025654,16.2095080155,19.8551686014,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,16.0,13.0,16.0,12.0,0.0,0.0,16.0,16.0,6.0,6.0,14.0,0.0,12.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,14.0,16.0,16.0,13.0,0.0,1,6
282.5,51,10.7526149104,15.376256626,15.4991150442,14.7233038348,0.0,16.0,16.0,14.0,8.0,0.0,0.0,8.0,16.0,14.0,13.0,12.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,7.0,0.0,0.0,13.0,10.0,0.0,0.0,16.0,16.0,16.0,16.0,10.0,0.0,0,5
432.5,30,11.8985890152,14.6669592458,15.3252408478,16.1117533719,0.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,15.0,9.0,16.0,16.0,0.0,0.0,9.0,13.0,0.0,13.0,15.0,0.0,0.0,13.0,16.0,16.0,0.0,0.0,0.0,11.0,16.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,16.0,7.0,0.0,13.0,12.0,0.0,0.0,10.0,16.0,16.0,16.0,10.0,0.0,2,8
277.0,41,10.1480922816,13.2680957183,16.5270758123,19.174488568,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,12.0,16.0,12.0,0.0,0.0,0.0,16.0,16.0,14.0,15.0,7.0,0.0,7.0,16.0,12.0,14.0,16.0,0.0,0.0,0.0,6.0,16.0,16.0,13.0,0.0,0,6
273.0,42,9.9938160793,13.2119579999,14.0500610501,19.536019536,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,16.0,9.0,14.0,6.0,0.0,7.0,16.0,16.0,12.0,16.0,0.0,0.0,16.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,1,6
279.5,42,10.9094027646,12.8547502988,18.6469886702,12.1037567084,0.0,0.0,8.0,16.0,12.0,0.0,0.0,0.0,9.0,16.0,16.0,16.0,16.0,0.0,0.0,9.0,16.0,16.0,16.0,11.0,0.0,0.0,10.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0,9
211.0,44,9.53889035745,14.6167327181,18.4099526066,12.1721958926,0.0,7.0,16.0,16.0,16.0,16.0,7.0,0.0,0.0,8.0,8.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,11.0,16.0,15.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0,7
441.0,40,12.1017592682,12.7900049031,15.0306122449,15.1659108088,0.0,7.0,16.0,14.0,0.0,0.0,0.0,9.0,16.0,9.0,11.0,10.0,0.0,0.0,8.0,12.0,0.0,0.0,11.0,0.0,9.0,13.0,0.0,0.0,8.0,0.0,6.0,15.0,0.0,0.0,9.0,8.0,0.0,14.0,0.0,0.0,15.0,0.0,0.0,12.0,9.0,12.0,12.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1,0
300.0,48,10.9017966683,13.2632483147,19.2138888889,11.1061111111,0.0,0.0,0.0,12.0,16.0,16.0,0.0,0.0,0.0,16.0,8.0,0.0,16.0,10.0,0.0,12.0,16.0,13.0,12.0,16.0,0.0,12.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1,9
275.0,48,10.133806466,13.3738539645,17.2406060606,14.3703030303,0.0,0.0,16.0,16.0,16.0,6.0,0.0,0.0,0.0,9.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,8.0,13.0,16.0,7.0,0.0,16.0,16.0,16.0,16.0,9.0,0.0,7.0,14.0,15.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,6.0,16.0,6.0,0.0,0.0,0.0,0,7
257.0,51,9.57411325366,13.840354633,17.1050583658,14.2444876783,0.0,6.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,10.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,10.0,16.0,16.0,16.0,7.0,0.0,6.0,16.0,14.0,12.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,0,7
315.0,34,11.936854355,12.8448374282,15.1677248677,15.9878306878,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,8.0,0.0,0.0,8.0,16.0,16.0,8.0,0.0,0.0,12.0,16.0,16.0,8.0,0.0,0.0,16.0,16.0,16.0,8.0,0.0,0.0,12.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0,1
427.0,37,11.4660401302,14.6228822116,15.7732240437,15.0370804059,0.0,9.0,16.0,16.0,16.0,0.0,0.0,0.0,16.0,0.0,8.0,16.0,8.0,0.0,7.0,16.0,0.0,10.0,15.0,0.0,0.0,12.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,9.0,0.0,0.0,13.0,7.0,8.0,16.0,0.0,0.0,16.0,8.0,9.0,16.0,6.0,0.0,0.0,13.0,16.0,16.0,9.0,0.0,0.0,2,8
253.5,39,9.64279730509,13.2235630351,14.2426035503,16.2846811308,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,9.0,14.0,8.0,0.0,13.0,16.0,14.0,0.0,0.0,0.0,8.0,16.0,8.0,0.0,0.0,0.0,11.0,13.0,16.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0,0.0,1,8
275.5,49,9.83384218704,14.813903702,14.8245614035,16.4174228675,0.0,14.0,16.0,7.0,0.0,0.0,0.0,9.0,16.0,16.0,14.0,0.0,0.0,0.0,12.0,12.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,15.0,16.0,15.0,9.0,0.0,0.0,0.0,14.0,16.0,16.0,16.0,16.0,0.0,0,2
447.5,39,12.1763211307,13.0581543128,15.4372439479,15.6059590317,0.0,9.0,16.0,16.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,11.0,0.0,0.0,7.0,14.0,0.0,6.0,16.0,0.0,0.0,12.0,0.0,0.0,8.0,7.0,6.0,12.0,0.0,0.0,12.0,8.0,0.0,15.0,8.0,14.0,16.0,9.0,0.0,15.0,16.0,16.0,15.0,0.0,0.0,0.0,6.0,16.0,16.0,0.0,0.0,0.0,1,0
249.5,51,10.4953386306,13.6288284704,15.9786239145,15.0968603874,0.0,6.0,16.0,16.0,16.0,0.0,0.0,0.0,16.0,9.0,8.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,7.0,16.0,16.0,15.0,9.0,0.0,0.0,0.0,0.0,7.0,15.0,7.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,9.0,13.0,16.0,0.0,0.0,0.0,8.0,16.0,16.0,8.0,0.0,0.0,0,5
299.0,71,10.2376135113,14.1207202761,16.980490524,14.627090301,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,11.0,11.0,0.0,8.0,16.0,0.0,0.0,16.0,0.0,16.0,8.0,0.0,11.0,13.0,12.0,16.0,16.0,16.0,16.0,8.0,11.0,9.0,8.0,15.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0,4
240.0,46,10.803914439,14.593347132,16.7201388889,15.0680555556,0.0,9.0,16.0,16.0,9.0,0.0,0.0,7.0,14.0,10.0,16.0,9.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,7.0,8.0,0.0,13.0,8.0,0.0,0.0,11.0,16.0,16.0,16.0,0.0,0.0,0,3
331.0,42,11.6147189189,14.6016749144,14.5433031219,19.2396777442,0.0,14.0,16.0,10.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,9.0,14.0,10.0,15.0,8.0,0.0,0.0,16.0,15.0,8.0,11.0,10.0,0.0,16.0,13.0,0.0,0.0,16.0,0.0,0.0,12.0,16.0,16.0,16.0,12.0,0.0,1,6
180.5,51,11.0976088203,15.0134778371,14.8134810711,14.4228993536,0.0,9.0,16.0,16.0,16.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,12.0,13.0,13.0,0.0,0.0,0.0,0,5
210.0,54,10.3543449486,14.7135656028,13.6238095238,15.3365079365,0.0,0.0,12.0,16.0,6.0,0.0,0.0,14.0,16.0,15.0,10.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,6.0,9.0,14.0,14.0,0.0,0.0,0.0,0.0,16.0,16.0,14.0,0.0,0.0,0,5
256.5,42,10.1980994709,14.4647901388,15.7102014295,16.1994801819,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,16.0,16.0,16.0,6.0,0.0,0.0,0.0,12.0,16.0,16.0,16.0,15.0,0.0,0,2
227.5,36,9.2574642797,13.6908121031,14.2241758242,14.9084249084,0.0,6.0,16.0,16.0,9.0,0.0,0.0,0.0,12.0,16.0,16.0,11.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,7.0,14.0,11.0,0.0,0.0,0.0,15.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0,5
345.0,44,10.7903097293,13.586207132,16.2599033816,16.1797101449,0.0,7.0,16.0,16.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,7.0,0.0,0.0,0.0,9.0,16.0,16.0,9.0,0.0,0.0,11.0,16.0,16.0,13.0,0.0,0.0,6.0,16.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,7.0,16.0,16.0,16.0,0.0,0.0,0.0,6.0,16.0,16.0,10.0,0.0,0.0,0,1
259.0,64,10.2273447692,14.653578665,16.6261261261,16.3828828829,0.0,6.0,12.0,14.0,0.0,0.0,0.0,0.0,16.0,13.0,11.0,11.0,0.0,0.0,7.0,16.0,0.0,0.0,16.0,0.0,0.0,6.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,0.0,0.0,7.0,16.0,14.0,8.0,9.0,0.0,0,2
255.5,48,9.83066608829,13.5694808895,14.6438356164,15.1063274625,0.0,10.0,16.0,16.0,9.0,0.0,0.0,0.0,15.0,14.0,9.0,9.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,16.0,16.0,10.0,0.0,0.0,0.0,11.0,13.0,15.0,6.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,13.0,15.0,13.0,0.0,0.0,0.0,7.0,16.0,16.0,0.0,0.0,0.0,0,5
430.5,37,12.1968985368,13.6365594829,15.6980255517,15.9194734804,0.0,9.0,16.0,14.0,0.0,0.0,0.0,0.0,15.0,15.0,14.0,9.0,0.0,0.0,0.0,16.0,12.0,0.0,14.0,6.0,0.0,16.0,8.0,0.0,10.0,0.0,0.0,16.0,6.0,0.0,10.0,8.0,0.0,16.0,0.0,0.0,15.0,0.0,0.0,14.0,14.0,12.0,16.0,0.0,0.0,0.0,9.0,16.0,16.0,9.0,0.0,0.0,1,0
219.0,53,10.7497962599,13.948448147,18.3173515982,15.4337899543,0.0,9.0,16.0,12.0,0.0,0.0,0.0,0.0,15.0,15.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,9.0,8.0,15.0,12.0,0.0,0.0,7.0,16.0,16.0,7.0,0.0,0.0,0,3
247.5,62,9.22327454895,12.4964485641,14.9265993266,14.9643097643,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,13.0,0.0,0.0,0.0,16.0,0.0,8.0,16.0,0.0,8.0,13.0,0.0,14.0,16.0,12.0,7.0,16.0,16.0,16.0,9.0,0.0,0.0,8.0,14.0,13.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0,4
366.0,52,11.3354872063,13.1310613265,16.6953551913,18.1183970856,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,10.0,16.0,6.0,0.0,0.0,0.0,15.0,16.0,13.0,8.0,0.0,0.0,16.0,16.0,16.0,16.0,8.0,0.0,16.0,16.0,0.0,0.0,14.0,0.0,10.0,16.0,7.0,11.0,16.0,0.0,0.0,0.0,8.0,16.0,16.0,13.0,0.0,1,6
499.5,32,12.8529693257,13.3750930644,15.3400066733,15.5231898565,0.0,16.0,16.0,14.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,15.0,0.0,0.0,8.0,12.0,0.0,0.0,10.0,8.0,8.0,12.0,0.0,0.0,0.0,12.0,9.0,12.0,0.0,0.0,0.0,12.0,8.0,12.0,0.0,0.0,9.0,8.0,6.0,15.0,0.0,11.0,14.0,0.0,0.0,0.0,12.0,16.0,16.0,0.0,0.0,0.0,1,0
509.0,29,12.882999562,13.4628464264,15.3935821873,15.9004584152,0.0,10.0,16.0,14.0,0.0,0.0,0.0,0.0,15.0,0.0,13.0,13.0,0.0,0.0,10.0,12.0,0.0,0.0,15.0,6.0,12.0,9.0,0.0,0.0,8.0,12.0,12.0,10.0,0.0,0.0,0.0,12.0,8.0,14.0,0.0,0.0,7.0,12.0,0.0,16.0,9.0,0.0,15.0,0.0,0.0,0.0,10.0,16.0,16.0,12.0,0.0,0.0,1,0
266.5,29,10.1602777784,14.426267528,15.3964978111,16.0800500313,0.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,7.0,7.0,13.0,16.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,10.0,16.0,14.0,0.0,0.0,0.0,0.0,14.0,16.0,16.0,13.0,0.0,0,1
441.0,38,12.2252819242,12.858730474,16.5030234316,15.3023431595,0.0,0.0,11.0,16.0,14.0,0.0,0.0,0.0,6.0,15.0,12.0,16.0,6.0,0.0,0.0,16.0,12.0,0.0,9.0,12.0,0.0,16.0,0.0,0.0,8.0,8.0,0.0,16.0,0.0,0.0,8.0,8.0,0.0,16.0,7.0,0.0,12.0,0.0,0.0,11.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,11.0,16.0,6.0,0.0,0.0,1,0
204.0,49,10.4282797109,14.3280625567,16.5882352941,15.6633986928,0.0,6.0,16.0,14.0,0.0,0.0,0.0,0.0,16.0,8.0,14.0,7.0,0.0,0.0,0.0,10.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,7.0,9.0,0.0,13.0,7.0,0.0,0.0,8.0,16.0,16.0,16.0,6.0,0.0,0,3
312.0,42,10.7506122757,12.8791625538,16.5902777778,18.5021367521,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,11.0,16.0,7.0,0.0,0.0,0.0,13.0,16.0,16.0,12.0,0.0,0.0,12.0,16.0,0.0,8.0,14.0,0.0,6.0,16.0,0.0,12.0,15.0,0.0,0.0,0.0,9.0,16.0,16.0,7.0,0.0,1,6
233.5,62,9.66067741499,13.0252492963,15.8722341185,14.9978586724,0.0,10.0,16.0,12.0,0.0,0.0,0.0,0.0,14.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,6.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,10.0,15.0,10.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,0,3
333.0,47,10.5602544424,13.3190411755,15.3683683684,15.4454454454,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,10.0,0.0,0.0,0.0,7.0,16.0,16.0,9.0,0.0,0.0,7.0,16.0,16.0,13.0,0.0,0.0,10.0,16.0,16.0,12.0,0.0,0.0,15.0,16.0,16.0,7.0,0.0,0.0,13.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0,1
247.0,58,10.4367094939,13.6979192547,17.991902834,14.3913630229,0.0,0.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,16.0,0.0,0.0,7.0,15.0,0.0,9.0,16.0,0.0,0.0,15.0,0.0,8.0,16.0,8.0,13.0,12.0,0.0,7.0,16.0,16.0,16.0,6.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0,4
288.5,54,10.1453572884,14.2721749886,18.5788561525,12.7804737146,0.0,0.0,16.0,16.0,16.0,16.0,6.0,0.0,0.0,9.0,12.0,15.0,16.0,8.0,0.0,0.0,0.0,0.0,14.0,15.0,0.0,9.0,10.0,11.0,16.0,13.0,0.0,12.0,14.0,16.0,14.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0,7
