area,width,contours,radius,centroid_x,centroid_y,corners,circles,angle,weight_0_2,weight_0_3,weight_0_4,weight_0_5,weight_0_6,weight_1_1,weight_1_2,weight_1_3,weight_1_4,weight_1_5,weight_1_6,weight_2_1,weight_2_2,weight_2_3,weight_2_4,weight_2_5,weight_2_6,weight_3_1,weight_3_2,weight_3_3,weight_3_4,weight_3_5,weight_3_6,weight_4_1,weight_4_2,weight_4_3,weight_4_4,weight_4_5,weight_4_6,weight_5_1,weight_5_2,weight_5_3,weight_5_4,weight_5_5,weight_5_6,weight_6_1,weight_6_2,weight_6_3,weight_6_4,weight_6_5,weight_6_6,weight_7_2,weight_7_3,weight_7_4,weight_7_5,weight_7_6,weight_7_7,num_holes,label
244.0,23.0,59.0,10.1070692182,16.7165300546,16.6010928962,24.0,1.0,78.1113424301,0.0,10.0,11.0,0.0,0.0,0.0,16.0,13.0,11.0,11.0,0.0,7.0,13.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,6.0,15.0,11.0,8.0,7.0,0.0,0.0,2
235.5,15.0,42.0,9.6481631675,14.8874734607,15.0537862703,24.0,0.0,90.0,10.0,16.0,16.0,8.0,0.0,0.0,15.0,14.0,9.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10.0,0.0,0.0,0.0,10.0,12.0,15.0,6.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,10.0,15.0,12.0,0.0,6.0,16.0,15.0,0.0,0.0,0.0,0.0,5
425.0,19.0,35.0,11.9664218285,15.7066666667,15.9392156863,32.0,2.0,90.0,8.0,16.0,11.0,0.0,0.0,0.0,15.0,15.0,14.0,9.0,0.0,0.0,15.0,12.0,0.0,12.0,6.0,0.0,16.0,7.0,0.0,8.0,0.0,0.0,16.0,6.0,0.0,10.0,8.0,0.0,16.0,0.0,0.0,15.0,0.0,0.0,14.0,14.0,12.0,16.0,0.0,7.0,13.0,16.0,8.0,0.0,0.0,1.0,0
201.5,19.0,53.0,10.0608191974,18.0901571547,15.2977667494,21.0,4.0,85.0302591324,8.0,12.0,10.0,0.0,0.0,0.0,15.0,14.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,8.0,8.0,15.0,9.0,0.0,16.0,14.0,7.0,0.0,0.0,0.0,3
238.5,21.0,61.0,9.03072157909,14.6820405311,15.142557652,25.0,1.0,-59.036239624,0.0,16.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,11.0,0.0,0.0,16.0,0.0,8.0,15.0,0.0,7.0,13.0,0.0,14.0,15.0,9.0,7.0,16.0,16.0,16.0,9.0,0.0,0.0,8.0,14.0,13.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4
348.0,20.0,51.0,10.9839544995,16.8477011494,18.3802681992,26.0,2.0,90.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,15.0,12.0,11.0,8.0,0.0,0.0,16.0,16.0,16.0,16.0,8.0,0.0,16.0,16.0,0.0,0.0,14.0,0.0,10.0,16.0,0.0,9.0,16.0,0.0,7.0,13.0,14.0,10.0,0.0,1.0,6
498.5,21.0,29.0,13.1643081854,15.359411568,15.5202273487,25.0,5.0,90.0,15.0,16.0,13.0,0.0,0.0,0.0,15.0,0.0,10.0,15.0,0.0,8.0,12.0,0.0,0.0,10.0,8.0,8.0,12.0,0.0,0.0,0.0,12.0,8.0,12.0,0.0,0.0,0.0,12.0,8.0,12.0,0.0,0.0,9.0,8.0,6.0,15.0,0.0,11.0,14.0,0.0,12.0,16.0,15.0,0.0,0.0,0.0,1.0,0
509.0,22.0,29.0,12.882999562,15.3935821873,15.9004584152,36.0,4.0,90.0,8.0,16.0,12.0,0.0,0.0,0.0,15.0,0.0,13.0,13.0,0.0,10.0,12.0,0.0,0.0,15.0,6.0,12.0,9.0,0.0,0.0,7.0,12.0,12.0,10.0,0.0,0.0,0.0,12.0,8.0,14.0,0.0,0.0,7.0,12.0,0.0,16.0,9.0,0.0,15.0,0.0,9.0,16.0,16.0,11.0,0.0,0.0,1.0,0
258.0,21.0,32.0,10.0008315807,15.4864341085,16.1679586563,21.0,0.0,74.9315099716,0.0,16.0,13.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,12.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,6.0,7.0,12.0,16.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,10.0,16.0,14.0,0.0,0.0,13.0,16.0,16.0,11.0,0.0,0.0,1
438.0,20.0,36.0,12.2664391077,16.4790715373,15.3774733638,31.0,2.0,90.0,0.0,9.0,16.0,10.0,0.0,0.0,6.0,15.0,12.0,16.0,6.0,0.0,16.0,9.0,0.0,9.0,12.0,0.0,16.0,0.0,0.0,8.0,8.0,0.0,16.0,0.0,0.0,8.0,8.0,0.0,16.0,7.0,0.0,12.0,0.0,0.0,11.0,16.0,14.0,16.0,0.0,0.0,9.0,12.0,6.0,0.0,0.0,1.0,0
196.5,19.0,51.0,9.99828001866,16.6064461408,15.6946564885,25.0,2.0,83.9909939766,6.0,12.0,11.0,0.0,0.0,0.0,16.0,8.0,13.0,7.0,0.0,0.0,10.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,7.0,9.0,0.0,11.0,7.0,7.0,12.0,12.0,12.0,0.0,0.0,0.0,3
304.5,19.0,38.0,10.6216449312,16.6382047072,18.5232621784,26.0,1.0,67.1663455963,0.0,11.0,11.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,12.0,16.0,14.0,12.0,0.0,0.0,10.0,13.0,0.0,8.0,14.0,0.0,6.0,16.0,0.0,12.0,15.0,0.0,8.0,15.0,13.0,6.0,0.0,1.0,6
212.5,17.0,53.0,9.2172024616,16.0917647059,15.0047058824,21.0,3.0,87.3974380493,8.0,16.0,11.0,0.0,0.0,0.0,14.0,10.0,16.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,7.0,15.0,10.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,3
313.5,15.0,39.0,10.3194504478,15.2052099947,15.4582668793,26.0,0.0,-83.9909896851,0.0,15.0,15.0,0.0,0.0,0.0,7.0,16.0,16.0,7.0,0.0,0.0,7.0,16.0,16.0,9.0,0.0,0.0,6.0,16.0,16.0,12.0,0.0,0.0,10.0,16.0,16.0,8.0,0.0,0.0,15.0,16.0,16.0,0.0,0.0,0.0,13.0,16.0,16.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,1
241.0,21.0,58.0,10.220397938,18.1113416321,14.3886583679,25.0,1.0,90.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,7.0,0.0,7.0,16.0,0.0,0.0,15.0,0.0,8.0,16.0,8.0,13.0,12.0,0.0,7.0,16.0,16.0,16.0,6.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,4
276.5,23.0,51.0,9.85233721095,18.6256781193,12.7172995781,22.0,1.0,-74.7448806763,0.0,15.0,14.0,12.0,12.0,0.0,0.0,9.0,12.0,14.0,16.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,9.0,10.0,11.0,16.0,12.0,0.0,12.0,14.0,16.0,14.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7
275.0,23.0,37.0,9.60788042118,14.9060606061,14.3412121212,17.0,2.0,-74.0546035767,0.0,13.0,16.0,16.0,9.0,0.0,13.0,14.0,12.0,12.0,11.0,9.0,16.0,0.0,0.0,0.0,0.0,9.0,16.0,6.0,0.0,0.0,0.0,0.0,15.0,16.0,15.0,0.0,0.0,0.0,0.0,9.0,16.0,8.0,0.0,0.0,0.0,16.0,16.0,7.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,5
411.5,20.0,33.0,11.9722285532,15.0486026731,16.7019036047,27.0,1.0,90.0,7.0,6.0,0.0,0.0,0.0,0.0,12.0,13.0,11.0,6.0,0.0,0.0,16.0,16.0,16.0,16.0,0.0,8.0,13.0,0.0,0.0,15.0,6.0,8.0,12.0,0.0,0.0,10.0,8.0,0.0,13.0,0.0,0.0,15.0,0.0,0.0,16.0,16.0,16.0,13.0,0.0,12.0,14.0,9.0,0.0,0.0,0.0,1.0,0
260.5,22.0,44.0,9.72568407258,15.4414587332,13.3224568138,22.0,3.0,-81.0273742676,0.0,14.0,16.0,16.0,11.0,0.0,15.0,16.0,11.0,8.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,14.0,0.0,0.0,0.0,7.0,9.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,5
240.0,23.0,45.0,10.0445024371,14.5256944444,15.7479166667,25.0,3.0,82.568590641,15.0,16.0,10.0,0.0,0.0,15.0,13.0,9.0,16.0,0.0,0.0,7.0,6.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,11.0,16.0,12.0,0.0,0.0,16.0,16.0,16.0,16.0,12.0,0.0,0.0,2
310.0,19.0,35.0,9.92709480371,16.2956989247,14.3924731183,21.0,2.0,90.0,6.0,15.0,6.0,0.0,0.0,0.0,16.0,14.0,15.0,0.0,0.0,0.0,16.0,7.0,13.0,11.0,0.0,0.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,11.0,10.0,14.0,8.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,12.0,16.0,8.0,0.0,15.0,16.0,11.0,0.0,0.0,1.0,9
304.0,21.0,41.0,11.2155321601,15.4676535088,19.8037280702,25.0,1.0,68.1985931396,0.0,12.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,6.0,0.0,0.0,0.0,16.0,15.0,13.0,11.0,0.0,0.0,16.0,0.0,0.0,8.0,9.0,0.0,13.0,11.0,0.0,6.0,15.0,0.0,14.0,13.0,16.0,7.0,0.0,1.0,6
305.0,21.0,43.0,11.0017374791,15.5530054645,20.0333333333,31.0,3.0,61.3895378113,0.0,15.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,7.0,0.0,0.0,0.0,16.0,16.0,13.0,10.0,0.0,0.0,16.0,9.0,0.0,8.0,10.0,0.0,14.0,9.0,0.0,0.0,16.0,0.0,14.0,16.0,16.0,10.0,0.0,1.0,6
339.5,19.0,42.0,10.5929779596,15.1708394698,16.2763868434,35.0,4.0,83.2901625633,0.0,8.0,0.0,0.0,0.0,0.0,14.0,9.0,13.0,9.0,0.0,7.0,14.0,0.0,10.0,10.0,0.0,0.0,9.0,14.0,15.0,6.0,0.0,0.0,6.0,16.0,16.0,0.0,0.0,0.0,11.0,6.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,14.0,0.0,0.0,8.0,12.0,11.0,0.0,0.0,2.0,8
307.5,19.0,40.0,10.8945432762,14.7111111111,14.5295392954,25.0,3.0,-79.2156982422,0.0,12.0,14.0,0.0,0.0,0.0,14.0,9.0,11.0,14.0,7.0,0.0,12.0,0.0,8.0,11.0,0.0,0.0,14.0,8.0,13.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,7.0,13.0,13.0,0.0,0.0,0.0,8.0,7.0,14.0,6.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,2.0,8
274.5,22.0,41.0,9.8945478792,15.0637522769,18.0795385549,23.0,2.0,87.2736890316,15.0,15.0,0.0,0.0,0.0,7.0,16.0,16.0,11.0,0.0,0.0,0.0,6.0,8.0,13.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,10.0,0.0,0.0,2
443.5,20.0,29.0,12.9208719666,15.4130026306,15.9729425028,27.0,2.0,90.0,0.0,15.0,8.0,0.0,0.0,0.0,15.0,13.0,15.0,9.0,0.0,8.0,15.0,0.0,0.0,14.0,0.0,0.0,12.0,0.0,0.0,11.0,8.0,0.0,12.0,0.0,0.0,12.0,8.0,0.0,15.0,0.0,0.0,12.0,8.0,0.0,16.0,10.0,9.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,1.0,0
201.5,20.0,46.0,9.19758304428,15.7154673284,15.5905707196,24.0,1.0,50.7105941772,0.0,0.0,11.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,11.0,10.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,6.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,8.0,14.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4
241.0,19.0,47.0,11.0813171342,16.152835408,11.6507607192,24.0,2.0,90.0,0.0,16.0,9.0,0.0,0.0,0.0,16.0,8.0,10.0,14.0,0.0,0.0,16.0,16.0,16.0,16.0,8.0,0.0,9.0,12.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,1.0,9
266.0,16.0,43.0,9.42415259474,13.3276942356,14.1109022556,23.0,1.0,90.0,12.0,16.0,8.0,0.0,0.0,0.0,16.0,8.0,16.0,12.0,0.0,0.0,16.0,9.0,16.0,6.0,0.0,0.0,8.0,16.0,7.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,15.0,16.0,8.0,0.0,0.0,0.0,16.0,16.0,8.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,1.0,8
289.5,19.0,38.0,10.7322542671,15.067357513,19.3839953944,23.0,3.0,90.0,0.0,14.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,0.0,16.0,16.0,13.0,15.0,0.0,0.0,16.0,12.0,0.0,8.0,8.0,0.0,13.0,13.0,8.0,14.0,7.0,0.0,11.0,12.0,8.0,0.0,0.0,1.0,6
249.5,18.0,43.0,9.84870068233,17.3139612558,12.9766199065,23.0,1.0,90.0,9.0,16.0,16.0,16.0,10.0,0.0,8.0,11.0,8.0,16.0,9.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,11.0,15.0,16.0,10.0,0.0,0.0,16.0,16.0,9.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,7
193.5,15.0,38.0,8.08529461426,14.4487510767,13.8208440999,20.0,1.0,90.0,6.0,16.0,16.0,7.0,0.0,0.0,14.0,16.0,12.0,9.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,8.0,16.0,10.0,0.0,0.0,0.0,0.0,5
339.0,18.0,24.0,12.3972556064,14.6504424779,14.6027531957,10.0,0.0,90.0,0.0,10.0,16.0,14.0,0.0,0.0,10.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,8.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,6.0,14.0,14.0,0.0,0.0,0.0,0.0,1
266.0,23.0,50.0,9.82311553475,14.1879699248,17.2205513784,28.0,2.0,82.8749833107,11.0,16.0,7.0,0.0,0.0,8.0,16.0,15.0,10.0,0.0,0.0,12.0,8.0,11.0,11.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,16.0,13.0,14.0,16.0,16.0,16.0,16.0,15.0,10.0,0.0,0.0,0.0,2
244.5,20.0,42.0,10.5410143141,14.6434901159,20.4205862304,26.0,3.0,61.1892051697,0.0,9.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,11.0,7.0,0.0,6.0,16.0,16.0,9.0,12.0,7.0,0.0,14.0,9.0,0.0,11.0,7.0,0.0,12.0,12.0,9.0,0.0,0.0,1.0,6
226.5,17.0,49.0,8.80853800815,16.587196468,13.1125827815,27.0,2.0,90.0,8.0,12.0,13.0,16.0,7.0,0.0,8.0,9.0,9.0,16.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,6.0,11.0,15.0,11.0,0.0,0.0,9.0,14.0,15.0,15.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,7
322.5,21.0,50.0,10.809278121,17.2697674419,12.5984496124,22.0,0.0,-74.0546035767,0.0,11.0,14.0,8.0,0.0,0.0,8.0,16.0,16.0,16.0,12.0,0.0,15.0,14.0,14.0,16.0,12.0,7.0,16.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,6.0,16.0,9.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,9
154.5,19.0,52.0,11.260276352,13.5490830636,13.9169363538,25.0,3.0,-77.4711914062,0.0,13.0,14.0,12.0,0.0,0.0,9.0,16.0,7.0,7.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,11.0,7.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,1.0,0
189.0,18.0,52.0,9.25878786502,14.5264550265,16.7231040564,19.0,1.0,90.0,8.0,16.0,15.0,0.0,0.0,0.0,16.0,0.0,7.0,8.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,8.0,13.0,16.0,15.0,0.0,0.0,0.0,2
264.5,20.0,49.0,8.85889504556,16.6086956522,14.3137996219,22.0,2.0,90.0,0.0,6.0,15.0,0.0,0.0,0.0,6.0,16.0,8.0,0.0,6.0,0.0,16.0,12.0,0.0,11.0,11.0,0.0,16.0,16.0,13.0,16.0,11.0,0.0,12.0,14.0,16.0,16.0,7.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,4
470.0,21.0,29.0,12.1783088895,16.2060283688,15.759929078,28.0,3.0,90.0,0.0,12.0,15.0,0.0,0.0,0.0,16.0,14.0,14.0,13.0,0.0,0.0,16.0,0.0,0.0,15.0,0.0,7.0,16.0,0.0,0.0,9.0,11.0,0.0,16.0,0.0,0.0,8.0,12.0,0.0,15.0,0.0,0.0,11.0,12.0,0.0,10.0,12.0,12.0,16.0,9.0,0.0,16.0,16.0,9.0,0.0,0.0,1.0,0
440.0,20.0,39.0,12.0712362368,15.3621212121,15.6571969697,33.0,4.0,90.0,7.0,10.0,11.0,0.0,0.0,0.0,16.0,16.0,15.0,13.0,0.0,0.0,15.0,7.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,7.0,9.0,0.0,0.0,10.0,6.0,0.0,13.0,0.0,0.0,15.0,0.0,0.0,15.0,12.0,15.0,14.0,0.0,7.0,16.0,12.0,0.0,0.0,0.0,1.0,0
294.5,21.0,43.0,11.2260083569,17.0475382003,19.80475382,27.0,3.0,69.1455421448,0.0,8.0,15.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,13.0,16.0,16.0,13.0,0.0,0.0,15.0,16.0,0.0,6.0,14.0,0.0,9.0,12.0,0.0,0.0,14.0,0.0,8.0,15.0,16.0,13.0,0.0,1.0,6
243.0,21.0,36.0,11.8568366734,16.1488340192,20.8141289438,21.0,1.0,61.1892051697,0.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,11.0,0.0,12.0,8.0,0.0,6.0,16.0,0.0,11.0,15.0,16.0,10.0,0.0,1.0,6
284.0,15.0,41.0,9.49122491255,13.9636150235,14.7564553991,19.0,0.0,-80.5376739502,0.0,10.0,11.0,0.0,0.0,0.0,9.0,16.0,16.0,11.0,0.0,0.0,11.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,15.0,0.0,0.0,0.0,14.0,16.0,11.0,0.0,0.0,0.0,16.0,16.0,8.0,0.0,0.0,0.0,14.0,16.0,8.0,0.0,0.0,8.0,16.0,11.0,0.0,0.0,0.0,0.0,1
286.0,19.0,38.0,9.51743536321,16.6573426573,18.9044289044,23.0,3.0,90.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,16.0,14.0,9.0,0.0,0.0,12.0,15.0,0.0,9.0,13.0,0.0,0.0,16.0,0.0,6.0,16.0,0.0,8.0,12.0,12.0,9.0,0.0,1.0,6
202.0,19.0,58.0,9.92025723432,16.6765676568,15.0858085809,26.0,3.0,84.8055710793,7.0,12.0,15.0,0.0,0.0,0.0,16.0,9.0,7.0,12.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,8.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,7.0,6.0,6.0,15.0,0.0,8.0,15.0,12.0,0.0,0.0,0.0,0.0,3
188.5,21.0,50.0,9.79848919915,14.2767462423,19.133510168,29.0,1.0,71.5650501251,0.0,9.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,8.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,10.0,0.0,13.0,9.0,0.0,6.0,15.0,6.0,16.0,16.0,15.0,6.0,0.0,1.0,6
292.5,20.0,39.0,10.6497220182,16.5202279202,19.5943019943,29.0,3.0,71.5650501251,0.0,9.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,16.0,15.0,16.0,14.0,0.0,0.0,14.0,9.0,0.0,0.0,14.0,0.0,9.0,15.0,0.0,0.0,16.0,0.0,9.0,14.0,12.0,7.0,0.0,1.0,6
416.5,19.0,38.0,11.9362612146,15.606242497,16.4109643858,32.0,2.0,90.0,0.0,15.0,8.0,0.0,0.0,0.0,12.0,16.0,15.0,0.0,0.0,0.0,16.0,11.0,7.0,14.0,0.0,0.0,14.0,0.0,0.0,12.0,8.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,15.0,0.0,0.0,13.0,9.0,9.0,16.0,6.0,7.0,16.0,12.0,0.0,0.0,0.0,1.0,0
218.0,20.0,50.0,9.53091274611,15.5191131498,12.6727828746,25.0,1.0,-87.7974014282,15.0,12.0,12.0,12.0,7.0,0.0,12.0,16.0,14.0,14.0,9.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,7.0,9.0,14.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,5
268.5,19.0,43.0,9.95769949625,18.0757293606,13.4674115456,24.0,2.0,90.0,0.0,9.0,12.0,16.0,14.0,0.0,10.0,15.0,12.0,15.0,15.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,7.0,12.0,15.0,16.0,9.0,0.0,9.0,15.0,16.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,7
215.0,15.0,32.0,9.43457740743,14.8914728682,14.6031007752,18.0,2.0,90.0,7.0,15.0,16.0,9.0,0.0,0.0,16.0,12.0,8.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,13.0,0.0,0.0,0.0,11.0,16.0,15.0,6.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,6.0,16.0,15.0,0.0,0.0,0.0,0.0,5
211.5,20.0,50.0,9.95736325472,16.2545311269,15.1859732072,22.0,1.0,82.2348337173,6.0,13.0,16.0,0.0,0.0,6.0,16.0,9.0,15.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,6.0,0.0,14.0,6.0,10.0,16.0,16.0,16.0,0.0,0.0,0.0,3
208.0,20.0,54.0,9.92426262878,16.8413461538,16.1201923077,23.0,2.0,86.9872126579,0.0,14.0,11.0,0.0,0.0,0.0,15.0,10.0,16.0,0.0,0.0,0.0,10.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,16.0,7.0,0.0,13.0,10.0,0.0,11.0,12.0,11.0,0.0,0.0,0.0,3
