,area,contours,radius,hull_radius,centroid_x,centroid_y,weight_0_0,weight_0_1,weight_0_2,weight_0_3,weight_1_0,weight_1_1,weight_1_2,weight_1_3,weight_2_0,weight_2_1,weight_2_2,weight_2_3,weight_3_0,weight_3_1,weight_3_2,weight_3_3,num_holes,label
441,217.5,53,9.31275485574,12.2034474421,17.8252873563,10.6957854406,0.0,25.0,62.0,10.0,2.0,51.0,39.0,23.0,0.0,0.0,32.0,0.0,0.0,0.0,29.0,0.0,0,9
442,258.5,45,9.2418525325,13.1095418363,18.6892327531,11.4648613798,0.0,33.0,60.0,23.0,0.0,37.0,50.0,29.0,0.0,0.0,40.0,0.0,0.0,13.0,33.0,0.0,0,9
443,214.5,59,10.4054861748,13.4062330566,16.6068376068,14.3986013986,0.0,36.0,54.0,6.0,0.0,0.0,33.0,10.0,10.0,39.0,48.0,3.0,3.0,37.0,2.0,0.0,0,7
444,269.0,41,9.38521369155,13.3073794195,14.5123915737,15.946716233,0.0,51.0,6.0,0.0,10.0,55.0,26.0,6.0,2.0,46.0,54.0,6.0,0.0,43.0,19.0,0.0,0,4
445,348.5,37,11.0422481726,13.7886904484,14.6580583453,15.5734098517,0.0,44.0,45.0,0.0,7.0,64.0,40.0,0.0,2.0,52.0,45.0,0.0,0.0,43.0,48.0,0.0,0,1
446,255.0,45,9.85565673254,13.9242673491,13.7993464052,14.3307189542,11.0,59.0,43.0,3.0,13.0,54.0,11.0,0.0,0.0,6.0,43.0,0.0,6.0,56.0,30.0,0.0,0,5
447,387.0,38,10.54615285,13.806746584,14.5981912145,14.8031869078,6.0,49.0,42.0,2.0,8.0,49.0,47.0,3.0,5.0,48.0,33.0,0.0,3.0,32.0,42.0,0.0,2,8
448,408.5,34,11.1908027519,14.235088274,15.3798449612,15.9241126071,2.0,48.0,46.0,0.0,4.0,59.0,52.0,0.0,1.0,48.0,47.0,2.0,3.0,44.0,58.0,5.0,2,8
449,432.5,32,12.1851208816,12.8808797661,15.7275529865,16.0774566474,0.0,46.0,35.0,0.0,6.0,34.0,31.0,11.0,9.0,35.0,23.0,15.0,0.0,44.0,48.0,1.0,1,0
450,202.5,48,10.0387261453,14.5268583788,18.2567901235,15.8131687243,0.0,44.0,41.0,0.0,0.0,5.0,42.0,0.0,0.0,5.0,35.0,18.0,0.0,36.0,45.0,13.0,0,3
451,388.0,40,10.6351362313,14.6988170503,15.0588487973,15.9355670103,3.0,62.0,45.0,3.0,0.0,54.0,48.0,1.0,1.0,50.0,41.0,0.0,5.0,48.0,55.0,1.0,1,8
452,234.0,37,9.85308223894,12.2916278434,15.2806267806,16.1260683761,0.0,27.0,26.0,0.0,5.0,57.0,0.0,0.0,3.0,45.0,63.0,8.0,0.0,7.0,43.0,0.0,0,4
453,349.5,39,10.6421329734,13.5666603009,15.9294229852,14.6948020982,0.0,35.0,62.0,5.0,4.0,58.0,58.0,6.0,0.0,51.0,45.0,0.0,0.0,44.0,46.0,0.0,0,1
454,306.5,37,10.4331153647,12.5704599993,15.1457313757,18.4442631865,0.0,40.0,18.0,0.0,0.0,57.0,1.0,0.0,7.0,63.0,49.0,12.0,0.0,41.0,62.0,13.0,0,6
455,239.5,56,10.331407709,13.7520851149,14.6068197634,13.4544189283,3.0,46.0,56.0,15.0,10.0,40.0,1.0,0.0,1.0,46.0,25.0,0.0,0.0,26.0,34.0,0.0,0,5
456,336.0,41,10.323910637,13.3749164524,15.4389880952,17.6959325397,1.0,43.0,41.0,0.0,9.0,39.0,3.0,0.0,6.0,55.0,41.0,13.0,0.0,37.0,55.0,16.0,1,6
457,443.5,32,12.3149674798,12.6937507429,14.7591131154,15.7189026682,6.0,58.0,27.0,0.0,16.0,30.0,44.0,6.0,13.0,32.0,29.0,11.0,3.0,48.0,38.0,2.0,1,0
458,239.5,34,9.63351016859,13.6576992602,16.4864300626,14.0501043841,0.0,18.0,55.0,0.0,5.0,56.0,46.0,0.0,0.0,12.0,44.0,0.0,0.0,8.0,50.0,0.0,0,1
459,272.0,40,10.399654413,11.9162938968,16.1096813725,15.1495098039,0.0,19.0,28.0,0.0,2.0,55.0,59.0,3.0,7.0,40.0,61.0,5.0,0.0,7.0,36.0,0.0,0,4
460,255.5,71,9.69037390045,13.1859876927,14.3685583823,16.0508806262,0.0,25.0,23.0,4.0,4.0,39.0,42.0,6.0,36.0,53.0,48.0,0.0,0.0,16.0,29.0,0.0,0,4
461,276.5,37,10.7486610635,13.0027914045,14.349005425,19.9813140446,0.0,35.0,0.0,0.0,8.0,29.0,2.0,0.0,12.0,56.0,47.0,6.0,0.0,51.0,51.0,6.0,1,6
462,338.0,42,11.4468047746,13.4030376096,15.2647928994,15.9166666667,0.0,43.0,37.0,0.0,0.0,56.0,50.0,0.0,2.0,63.0,44.0,0.0,0.0,39.0,51.0,5.0,0,1
463,251.5,58,9.95336023571,12.9496066553,18.0450629556,13.0125911199,1.0,37.0,55.0,24.0,8.0,20.0,30.0,19.0,0.0,16.0,53.0,10.0,0.0,25.0,20.0,0.0,0,7
464,260.0,54,10.7109298801,14.7459245918,15.6153846154,14.9762820513,0.0,55.0,40.0,9.0,7.0,59.0,29.0,0.0,1.0,5.0,36.0,10.0,5.0,43.0,49.0,2.0,0,5
465,219.5,38,9.79257147403,14.5992811962,14.2133637054,16.6666666667,0.0,58.0,10.0,0.0,0.0,38.0,24.0,0.0,0.0,28.0,11.0,0.0,5.0,48.0,46.0,16.0,0,2
466,283.0,83,10.2700291097,14.5985818679,15.3274440518,16.3674911661,0.0,15.0,35.0,11.0,4.0,41.0,12.0,36.0,39.0,44.0,52.0,4.0,11.0,18.0,33.0,0.0,0,4
467,246.0,47,9.00141724529,13.1574500218,17.7093495935,12.6903794038,0.0,43.0,60.0,23.0,0.0,13.0,41.0,5.0,0.0,28.0,49.0,11.0,0.0,34.0,8.0,0.0,0,7
468,329.0,44,10.8129815952,13.9501213152,14.8394123607,15.0911854103,4.0,38.0,51.0,0.0,5.0,42.0,33.0,0.0,0.0,42.0,34.0,0.0,1.0,40.0,44.0,0.0,2,8
469,255.5,58,9.75743744492,14.9617332236,17.0919765166,12.0110893673,0.0,46.0,61.0,23.0,0.0,32.0,53.0,14.0,0.0,31.0,29.0,1.0,0.0,40.0,0.0,0.0,0,7
470,302.5,39,10.7213195213,12.4863678269,14.3741046832,18.5961432507,0.0,35.0,11.0,0.0,6.0,50.0,7.0,0.0,13.0,57.0,49.0,4.0,1.0,42.0,53.0,3.0,1,6
471,229.5,60,10.5942683491,14.3643704395,17.2745098039,15.709513435,8.0,55.0,32.0,0.0,1.0,13.0,43.0,0.0,0.0,6.0,30.0,21.0,0.0,38.0,45.0,24.0,0,3
472,357.5,32,11.4523500427,13.314318349,15.7645687646,18.7002331002,0.0,39.0,4.0,0.0,3.0,61.0,22.0,0.0,7.0,43.0,24.0,18.0,0.0,34.0,43.0,24.0,1,6
473,440.5,35,12.2410808239,13.271534495,16.2357169883,14.3881952327,0.0,48.0,57.0,11.0,2.0,43.0,17.0,22.0,3.0,49.0,33.0,6.0,0.0,44.0,40.0,0.0,1,0
474,273.5,46,10.3788397052,15.413995388,15.4728823888,16.816575259,12.0,57.0,27.0,0.0,11.0,18.0,42.0,0.0,0.0,17.0,31.0,0.0,1.0,55.0,59.0,34.0,0,2
475,426.5,42,11.4856782523,13.8411151533,15.3677217663,15.9402110199,4.0,45.0,40.0,0.0,11.0,56.0,44.0,0.0,6.0,57.0,42.0,11.0,0.0,42.0,46.0,6.0,2,8
476,262.0,40,9.99533348041,13.6433626804,13.8575063613,14.082697201,0.0,52.0,47.0,0.0,0.0,48.0,30.0,0.0,3.0,62.0,9.0,0.0,1.0,56.0,6.0,0.0,0,8
477,395.0,49,11.1295009964,12.9768585234,16.0890295359,17.6713080169,0.0,50.0,19.0,0.0,10.0,55.0,39.0,2.0,3.0,29.0,14.0,24.0,0.0,38.0,59.0,25.0,0,0
478,298.0,38,10.6081615868,13.3041593471,14.2527964206,15.4602908277,0.0,50.0,39.0,0.0,0.0,53.0,36.0,0.0,0.0,60.0,32.0,0.0,0.0,52.0,33.0,0.0,0,1
479,340.5,35,11.3408937634,13.7921855089,16.9603524229,15.3680861478,0.0,34.0,49.0,4.0,0.0,38.0,64.0,7.0,0.0,49.0,62.0,3.0,0.0,30.0,47.0,3.0,0,1
480,326.5,39,11.0316704704,13.8047098315,15.7799897907,13.9887697805,2.0,43.0,43.0,0.0,15.0,41.0,47.0,0.0,2.0,24.0,50.0,0.0,0.0,22.0,55.0,9.0,1,9
481,339.0,38,10.8902246859,14.9147714499,15.209439528,15.4803343166,0.0,52.0,54.0,0.0,0.0,53.0,50.0,0.0,0.0,50.0,40.0,0.0,1.0,55.0,50.0,0.0,0,1
482,204.0,49,10.540037469,15.0261445422,13.1821895425,17.283496732,10.0,57.0,0.0,0.0,22.0,32.0,7.0,0.0,1.0,30.0,4.0,0.0,3.0,59.0,45.0,15.0,0,2
483,222.0,32,10.5697796877,14.044129694,13.1651651652,13.0427927928,7.0,57.0,40.0,2.0,15.0,59.0,7.0,0.0,1.0,25.0,23.0,0.0,0.0,32.0,26.0,0.0,0,5
484,245.5,65,9.94812776396,12.734119402,16.9606245757,14.3591310251,0.0,32.0,20.0,2.0,1.0,60.0,35.0,35.0,0.0,19.0,55.0,2.0,0.0,20.0,24.0,0.0,0,4
485,202.5,67,9.18702949325,12.7043705329,15.2419753086,17.4452674897,0.0,8.0,29.0,0.0,1.0,40.0,14.0,9.0,16.0,42.0,48.0,2.0,0.0,15.0,41.0,0.0,0,4
486,307.5,43,9.68147926519,12.7371444304,16.7154471545,14.6569105691,0.0,26.0,58.0,0.0,5.0,60.0,58.0,3.0,1.0,23.0,58.0,0.0,0.0,19.0,57.0,0.0,0,1
487,225.5,50,10.5072424488,13.301745287,15.9549150037,14.0162601626,0.0,47.0,38.0,2.0,12.0,55.0,38.0,2.0,0.0,3.0,26.0,11.0,0.0,21.0,49.0,1.0,0,5
488,371.5,41,11.6522279668,14.1753910172,15.6352624495,14.2059219381,4.0,55.0,43.0,1.0,18.0,30.0,62.0,2.0,2.0,36.0,52.0,4.0,0.0,34.0,52.0,11.0,1,9
489,301.0,45,10.3367017528,14.1728559545,17.4678848283,15.7181616833,0.0,5.0,62.0,4.0,0.0,38.0,58.0,0.0,7.0,47.0,62.0,1.0,0.0,4.0,54.0,13.0,0,1
490,328.0,32,11.4336320644,14.6482925921,15.2840447154,15.9928861789,0.0,48.0,47.0,0.0,0.0,48.0,43.0,0.0,2.0,60.0,40.0,0.0,0.0,48.0,59.0,4.0,0,1
491,299.0,50,10.8531837282,12.8258890937,15.1321070234,11.9910813824,2.0,39.0,44.0,6.0,11.0,24.0,48.0,4.0,0.0,35.0,33.0,0.0,0.0,29.0,9.0,0.0,1,9
492,258.5,43,10.1293030225,11.8919584727,14.8446163765,15.0225660864,0.0,44.0,28.0,0.0,0.0,52.0,37.0,0.0,0.0,45.0,36.0,0.0,0.0,29.0,36.0,0.0,0,1
493,263.5,44,9.21229699308,14.8806181702,15.1998734978,15.752055661,2.0,58.0,53.0,0.0,1.0,16.0,40.0,0.0,0.0,46.0,8.0,0.0,0.0,59.0,56.0,6.0,0,2
494,215.0,48,10.8466153087,15.1594365647,15.8031007752,17.6759689922,4.0,56.0,10.0,0.0,1.0,14.0,27.0,0.0,0.0,20.0,26.0,0.0,0.0,43.0,43.0,31.0,0,2
495,273.5,48,10.2032226744,13.6650401623,16.7221206581,14.8836075564,3.0,51.0,51.0,0.0,3.0,24.0,50.0,0.0,0.0,14.0,47.0,10.0,0.0,47.0,44.0,3.0,0,3
496,234.5,59,9.0011680579,13.2155763792,16.1044776119,14.3845060412,0.0,17.0,29.0,8.0,3.0,47.0,39.0,16.0,15.0,36.0,47.0,8.0,0.0,10.0,23.0,0.0,0,4
497,258.0,69,9.61170218258,14.052319829,16.3914728682,14.2454780362,0.0,33.0,14.0,28.0,8.0,45.0,36.0,13.0,10.0,41.0,50.0,10.0,0.0,20.0,19.0,0.0,0,4
498,216.0,68,10.0497257733,14.0645209263,15.4567901235,15.2229938272,0.0,46.0,41.0,0.0,4.0,21.0,38.0,0.0,0.0,37.0,7.0,0.0,0.0,41.0,39.0,18.0,0,2
499,350.5,45,11.1198198999,12.3172606777,16.9928673324,11.9538754161,0.0,40.0,52.0,22.0,13.0,56.0,46.0,24.0,0.0,15.0,52.0,2.0,0.0,27.0,21.0,0.0,1,9
500,235.5,55,8.99081048619,13.6701529027,13.8110403397,16.703467799,5.0,60.0,11.0,0.0,14.0,31.0,19.0,0.0,0.0,38.0,9.0,3.0,0.0,60.0,46.0,9.0,0,2
501,270.0,46,10.4320855819,12.6484935116,16.2765432099,10.9216049383,2.0,39.0,55.0,10.0,8.0,38.0,58.0,6.0,0.0,3.0,37.0,0.0,0.0,24.0,11.0,0.0,1,9
502,262.0,35,10.5803057729,12.1365639283,13.9993638677,14.9694656489,0.0,40.0,38.0,0.0,0.0,56.0,32.0,0.0,0.0,61.0,16.0,0.0,0.0,45.0,25.0,0.0,0,1
503,328.5,42,10.2559650748,13.251465401,17.069507864,12.7955352613,1.0,37.0,60.0,16.0,13.0,58.0,56.0,3.0,0.0,5.0,45.0,16.0,0.0,15.0,47.0,1.0,1,9
504,208.0,32,9.3492806357,14.9031207706,11.8357371795,13.2091346154,16.0,60.0,45.0,0.0,15.0,30.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,59.0,6.0,0.0,0,5
505,440.5,33,12.1774637773,12.9165261922,15.4487325009,16.160045403,2.0,40.0,26.0,0.0,10.0,20.0,21.0,10.0,10.0,19.0,15.0,16.0,0.0,47.0,44.0,2.0,1,0
506,400.0,42,11.2292470829,14.0585229741,15.4841666667,15.82625,0.0,53.0,49.0,5.0,0.0,45.0,53.0,3.0,9.0,49.0,46.0,1.0,3.0,45.0,52.0,5.0,1,8
507,376.5,43,12.026847549,13.6984408841,17.0026560425,18.4541832669,0.0,40.0,22.0,0.0,0.0,53.0,28.0,1.0,1.0,58.0,33.0,29.0,0.0,34.0,37.0,33.0,0,6
508,321.5,54,10.7264963573,14.3141148106,15.867807154,14.3265940902,9.0,51.0,34.0,0.0,19.0,35.0,48.0,0.0,0.0,11.0,33.0,23.0,0.0,36.0,49.0,17.0,0,3
509,266.5,48,10.4446200068,15.9297810711,17.7479674797,15.9643527205,1.0,56.0,52.0,1.0,0.0,17.0,32.0,13.0,0.0,0.0,47.0,4.0,0.0,50.0,55.0,31.0,0,2
510,276.5,47,9.83662933364,14.7850573807,17.7251356239,16.648583484,0.0,47.0,53.0,0.0,0.0,6.0,42.0,9.0,0.0,10.0,53.0,0.0,0.0,50.0,62.0,20.0,0,2
511,309.5,48,11.573514148,12.9263032396,16.8508346796,18.760366182,0.0,22.0,29.0,0.0,0.0,48.0,7.0,0.0,0.0,52.0,28.0,21.0,0.0,24.0,37.0,22.0,1,6
512,200.0,55,9.27021250638,14.1816473196,14.2816666667,18.4833333333,3.0,43.0,21.0,0.0,0.0,12.0,20.0,0.0,1.0,39.0,1.0,0.0,11.0,56.0,51.0,10.0,0,2
513,326.5,47,10.708233846,13.4642021511,15.3578356304,15.4354262379,2.0,39.0,37.0,0.0,1.0,41.0,48.0,3.0,0.0,40.0,34.0,0.0,0.0,32.0,48.0,0.0,2,8
514,402.5,40,10.7937675464,14.1796812113,14.998757764,15.8144927536,5.0,48.0,43.0,0.0,7.0,52.0,50.0,4.0,0.0,52.0,34.0,0.0,5.0,44.0,52.0,10.0,2,8
515,263.0,41,10.1463509609,12.947572723,16.1850443599,19.1812420786,0.0,21.0,25.0,0.0,0.0,44.0,3.0,0.0,2.0,55.0,40.0,9.0,0.0,34.0,52.0,18.0,1,6
516,321.5,46,10.4682695079,13.0003012927,15.6210471747,14.5018144116,4.0,53.0,31.0,0.0,7.0,48.0,61.0,4.0,0.0,8.0,37.0,11.0,1.0,54.0,45.0,3.0,1,9
517,503.5,32,12.7128815228,13.4388048391,15.3707381662,15.2992386627,7.0,55.0,45.0,2.0,20.0,43.0,13.0,21.0,16.0,27.0,20.0,20.0,2.0,52.0,45.0,1.0,1,0
518,259.5,46,9.35398876446,14.0579131578,16.5761078998,13.6037251124,0.0,40.0,61.0,20.0,0.0,6.0,45.0,6.0,1.0,55.0,40.0,0.0,0.0,51.0,3.0,0.0,0,7
519,312.5,46,10.5313865205,12.6598723112,15.7146666667,14.0042666667,2.0,50.0,26.0,0.0,14.0,55.0,60.0,8.0,0.0,13.0,46.0,14.0,0.0,37.0,31.0,0.0,0,9
520,243.0,56,9.67175805906,13.9556414096,14.3669410151,13.9101508916,0.0,53.0,45.0,9.0,13.0,60.0,21.0,0.0,3.0,4.0,37.0,0.0,0.0,45.0,36.0,0.0,0,5
521,245.5,46,10.3172105621,13.6717596686,16.9993211134,19.377460964,0.0,16.0,31.0,0.0,0.0,43.0,4.0,0.0,0.0,46.0,33.0,5.0,0.0,24.0,46.0,43.0,1,6
522,272.5,53,9.51647842061,12.5608153676,15.5639143731,15.677675841,0.0,31.0,26.0,0.0,10.0,40.0,33.0,17.0,11.0,54.0,55.0,10.0,0.0,16.0,31.0,0.0,0,4
523,230.0,47,9.86203374215,13.8132477813,17.1369565217,14.684057971,1.0,44.0,49.0,0.0,0.0,13.0,48.0,0.0,0.0,16.0,52.0,2.0,0.0,32.0,41.0,2.0,0,3
524,400.0,43,10.5907622533,15.1434013789,15.39,15.38625,4.0,39.0,36.0,11.0,1.0,43.0,30.0,5.0,0.0,37.0,41.0,0.0,12.0,43.0,47.0,0.0,1,8
525,249.5,53,10.4589540135,14.1611660087,16.7581830327,13.4248496994,6.0,48.0,58.0,3.0,8.0,13.0,50.0,0.0,0.0,2.0,54.0,3.0,0.0,31.0,32.0,1.0,0,3
526,308.0,36,10.3886807749,12.3199572496,17.2911255411,12.6666666667,0.0,21.0,62.0,21.0,3.0,64.0,63.0,13.0,0.0,18.0,50.0,0.0,0.0,4.0,45.0,0.0,0,9
527,367.5,45,11.2650815424,14.3105057259,15.1637188209,16.6761904762,4.0,36.0,31.0,0.0,5.0,36.0,27.0,0.0,0.0,28.0,36.0,6.0,8.0,41.0,38.0,9.0,2,8
528,279.5,55,10.5859273443,14.1360375389,17.0876565295,15.09183065,5.0,53.0,53.0,0.0,3.0,20.0,56.0,1.0,0.0,8.0,32.0,20.0,0.0,53.0,50.0,8.0,0,3
529,190.5,61,10.2408480491,14.3853007867,15.6229221347,13.9676290464,0.0,49.0,38.0,6.0,5.0,49.0,25.0,0.0,0.0,0.0,21.0,9.0,0.0,35.0,37.0,2.0,0,5
530,345.0,38,10.1349676336,13.5889384185,15.8405797101,14.5299516908,0.0,26.0,47.0,20.0,0.0,50.0,47.0,4.0,10.0,46.0,31.0,0.0,0.0,31.0,42.0,0.0,2,8
531,280.5,52,10.8187062847,14.9208328671,16.3416518122,15.0808080808,13.0,51.0,48.0,0.0,3.0,31.0,49.0,0.0,0.0,4.0,36.0,15.0,6.0,54.0,45.0,13.0,0,3
532,193.5,51,10.7405334128,15.2527291305,16.1309216193,14.5228251507,0.0,59.0,40.0,6.0,0.0,18.0,34.0,2.0,1.0,3.0,10.0,15.0,8.0,44.0,41.0,4.0,0,5
533,277.0,47,9.68837637938,12.5134340015,15.591456077,16.912755716,0.0,20.0,31.0,0.0,3.0,48.0,14.0,7.0,19.0,57.0,64.0,14.0,0.0,12.0,49.0,0.0,0,4
534,252.0,51,9.92816986584,13.5716026028,16.5714285714,18.708994709,0.0,10.0,36.0,0.0,0.0,36.0,10.0,0.0,1.0,57.0,34.0,4.0,0.0,16.0,52.0,20.0,1,6
535,239.5,53,10.5922224183,14.5904945448,18.5177453027,15.1155184412,0.0,40.0,36.0,0.0,0.0,26.0,52.0,5.0,0.0,0.0,7.0,25.0,0.0,31.0,40.0,42.0,1,9
536,457.0,33,12.2681147174,14.145128468,15.6425966448,15.2888402626,5.0,44.0,43.0,6.0,10.0,49.0,47.0,6.0,0.0,50.0,35.0,7.0,0.0,48.0,47.0,6.0,2,8
537,243.0,38,9.84646641783,13.5648798233,15.3497942387,14.1255144033,0.0,11.0,52.0,0.0,19.0,56.0,43.0,0.0,5.0,21.0,40.0,0.0,0.0,6.0,45.0,0.0,0,1
538,227.0,49,9.48643286994,13.9755305706,13.8303964758,14.2944199706,2.0,60.0,38.0,4.0,0.0,47.0,6.0,3.0,0.0,31.0,16.0,0.0,4.0,59.0,19.0,0.0,0,5
539,356.5,42,11.0497425489,12.904329674,16.9471715755,12.7414679757,0.0,31.0,51.0,17.0,12.0,46.0,42.0,21.0,2.0,28.0,56.0,6.0,0.0,17.0,31.0,0.0,1,9
540,249.0,55,9.84838990761,12.4751528797,16.1546184739,16.0348058902,0.0,13.0,35.0,0.0,6.0,46.0,17.0,15.0,14.0,48.0,59.0,12.0,0.0,0.0,46.0,0.0,0,4
541,462.5,30,12.5192802243,13.1547255912,15.6461261261,16.2551351351,0.0,50.0,37.0,0.0,8.0,25.0,30.0,10.0,13.0,19.0,13.0,16.0,1.0,40.0,46.0,7.0,1,0
542,438.5,36,12.047335302,13.1177820527,15.2295705055,16.3785632839,0.0,55.0,26.0,0.0,9.0,28.0,27.0,7.0,12.0,20.0,16.0,15.0,2.0,43.0,49.0,0.0,1,0
543,184.5,63,10.539054958,14.8058818322,15.0632339657,14.613369467,0.0,56.0,27.0,0.0,2.0,53.0,24.0,0.0,0.0,3.0,19.0,10.0,5.0,33.0,39.0,2.0,0,5
544,221.5,56,9.78607500873,13.301673844,16.2483069977,12.0925507901,0.0,40.0,44.0,10.0,5.0,58.0,47.0,8.0,1.0,1.0,25.0,4.0,0.0,27.0,23.0,0.0,0,5
545,292.0,40,10.7127314628,12.4827446787,16.8373287671,12.2996575342,0.0,24.0,53.0,7.0,14.0,60.0,48.0,19.0,1.0,8.0,43.0,2.0,0.0,5.0,34.0,0.0,1,4
546,225.5,56,10.4114161262,13.8162809551,14.948263119,12.8773096822,1.0,50.0,39.0,6.0,12.0,58.0,27.0,0.0,0.0,0.0,33.0,0.0,0.0,32.0,28.0,0.0,0,5
547,265.0,52,9.83446773295,13.5324933778,14.158490566,14.827672956,10.0,55.0,42.0,0.0,18.0,43.0,13.0,1.0,0.0,20.0,44.0,0.0,0.0,45.0,45.0,0.0,0,5
548,345.0,44,10.5980648346,12.6331604487,14.6434782609,16.5309178744,0.0,35.0,13.0,0.0,4.0,48.0,54.0,0.0,27.0,56.0,63.0,9.0,2.0,34.0,32.0,0.0,0,4
549,266.0,35,11.5618355264,13.7690335425,16.89160401,13.477443609,1.0,46.0,37.0,1.0,4.0,43.0,53.0,8.0,0.0,0.0,32.0,9.0,0.0,29.0,44.0,5.0,0,9
550,411.5,39,10.8721925973,14.6123511139,15.6010530579,14.7152693398,2.0,47.0,63.0,23.0,2.0,39.0,43.0,3.0,2.0,43.0,42.0,0.0,1.0,47.0,51.0,0.0,2,8
551,255.0,36,10.2626832775,12.984996237,15.4509803922,14.139869281,0.0,58.0,23.0,0.0,0.0,39.0,44.0,8.0,0.0,40.0,43.0,9.0,0.0,40.0,5.0,0.0,0,7
552,225.5,61,9.36206497611,12.8042461363,15.0849963045,14.3835920177,1.0,43.0,36.0,0.0,2.0,14.0,39.0,0.0,10.0,51.0,48.0,8.0,0.0,32.0,4.0,0.0,0,7
553,277.0,47,9.15648560797,14.7478025376,13.6642599278,16.1973525872,13.0,64.0,23.0,0.0,6.0,38.0,20.0,0.0,0.0,47.0,5.0,4.0,8.0,63.0,52.0,9.0,0,2
554,289.0,50,9.68182067281,14.0132845498,14.2785467128,14.3448673587,2.0,60.0,49.0,12.0,19.0,54.0,13.0,0.0,2.0,19.0,49.0,0.0,0.0,57.0,33.0,0.0,0,5
555,268.0,36,10.9449146168,13.3827858382,15.5416666667,19.1965174129,0.0,43.0,21.0,0.0,6.0,34.0,0.0,0.0,6.0,48.0,36.0,8.0,0.0,40.0,64.0,29.0,0,6
556,278.5,44,10.6394015649,12.9700274553,17.2220227409,19.7827648115,0.0,27.0,17.0,0.0,0.0,44.0,2.0,0.0,0.0,50.0,39.0,18.0,0.0,37.0,50.0,36.0,1,6
557,383.5,34,11.2140596148,13.9420027939,16.4280747501,15.5093437636,0.0,35.0,58.0,6.0,8.0,51.0,45.0,1.0,0.0,41.0,47.0,6.0,0.0,36.0,50.0,14.0,2,8
558,486.0,22,12.071339994,13.2337798442,14.9845679012,15.9231824417,7.0,52.0,28.0,0.0,24.0,28.0,31.0,14.0,19.0,28.0,21.0,24.0,0.0,51.0,44.0,3.0,1,0
559,268.5,44,9.75655355117,13.7067541842,16.8057107387,13.1204220981,4.0,52.0,42.0,0.0,2.0,42.0,56.0,7.0,0.0,1.0,12.0,21.0,0.0,32.0,38.0,19.0,1,9
560,274.5,42,10.2389089107,12.0053965567,15.0467516697,14.2586520947,0.0,29.0,26.0,0.0,5.0,44.0,43.0,2.0,11.0,46.0,46.0,8.0,0.0,23.0,14.0,0.0,0,4
561,313.5,53,11.5635774369,12.2831540918,15.4359383307,12.1578947368,5.0,39.0,49.0,1.0,14.0,36.0,60.0,7.0,0.0,23.0,52.0,0.0,0.0,26.0,12.0,0.0,1,9
562,260.5,55,9.93301226508,13.1081944628,15.4043506078,14.8170185541,0.0,35.0,25.0,6.0,7.0,45.0,44.0,8.0,14.0,52.0,47.0,6.0,0.0,24.0,14.0,0.0,0,4
563,230.0,57,9.00572146823,12.1505453431,14.5471014493,15.1217391304,0.0,40.0,4.0,0.0,10.0,46.0,50.0,6.0,9.0,41.0,38.0,5.0,0.0,34.0,9.0,0.0,0,4
564,229.0,58,9.84543872456,14.3116559423,17.7518195051,15.7438136827,0.0,49.0,49.0,0.0,0.0,3.0,51.0,2.0,0.0,10.0,35.0,17.0,1.0,46.0,49.0,7.0,0,3
565,286.0,51,10.6249357189,13.8538200981,18.9662004662,13.4393939394,0.0,37.0,58.0,44.0,0.0,4.0,26.0,29.0,0.0,39.0,59.0,9.0,0.0,31.0,23.0,0.0,0,7
566,340.5,42,11.2659526926,13.5655931515,16.1135584924,13.6231032795,5.0,42.0,42.0,3.0,10.0,36.0,43.0,8.0,0.0,15.0,30.0,16.0,0.0,44.0,44.0,7.0,1,9
567,260.0,35,9.55918583826,13.5740280439,13.6019230769,14.3519230769,4.0,60.0,42.0,0.0,13.0,62.0,13.0,0.0,3.0,20.0,37.0,0.0,1.0,47.0,36.0,0.0,0,5
568,441.5,38,11.8637543002,13.8382165005,15.9346923367,15.7663269158,6.0,38.0,38.0,0.0,11.0,45.0,50.0,1.0,0.0,42.0,25.0,15.0,0.0,43.0,48.0,12.0,2,8
569,370.5,33,10.3046541884,13.2738194639,14.9370220423,14.4224021592,4.0,41.0,45.0,2.0,10.0,39.0,41.0,5.0,0.0,50.0,37.0,0.0,0.0,39.0,40.0,0.0,2,8
570,249.0,46,9.86833526254,12.7494185206,13.7376171352,15.2730923695,0.0,38.0,38.0,0.0,1.0,60.0,21.0,0.0,2.0,63.0,6.0,0.0,0.0,39.0,37.0,0.0,0,1
571,342.5,42,9.73806081264,14.0761304421,15.3104622871,15.8637469586,7.0,45.0,31.0,0.0,7.0,56.0,42.0,0.0,0.0,30.0,38.0,2.0,0.0,44.0,41.0,10.0,2,8
572,371.0,47,10.6474799216,13.1333121105,15.5628930818,17.2533692722,0.0,45.0,40.0,0.0,6.0,64.0,9.0,1.0,6.0,45.0,24.0,23.0,0.0,35.0,44.0,15.0,0,6
573,356.5,28,9.37428467924,13.8125325432,14.7956989247,14.5624123422,0.0,59.0,59.0,4.0,0.0,53.0,55.0,3.0,3.0,58.0,26.0,0.0,4.0,59.0,35.0,0.0,0,8
