area,width,contours,radius,circle_dist,rect_dist,hull_radius,aspect_ratio,centroid_x,centroid_y,corners,circles,angle,weight_0_0,weight_0_1,weight_0_2,weight_0_3,weight_0_4,weight_0_5,weight_0_6,weight_0_7,weight_1_0,weight_1_1,weight_1_2,weight_1_3,weight_1_4,weight_1_5,weight_1_6,weight_1_7,weight_2_0,weight_2_1,weight_2_2,weight_2_3,weight_2_4,weight_2_5,weight_2_6,weight_2_7,weight_3_0,weight_3_1,weight_3_2,weight_3_3,weight_3_4,weight_3_5,weight_3_6,weight_3_7,weight_4_0,weight_4_1,weight_4_2,weight_4_3,weight_4_4,weight_4_5,weight_4_6,weight_4_7,weight_5_0,weight_5_1,weight_5_2,weight_5_3,weight_5_4,weight_5_5,weight_5_6,weight_5_7,weight_6_0,weight_6_1,weight_6_2,weight_6_3,weight_6_4,weight_6_5,weight_6_6,weight_6_7,weight_7_0,weight_7_1,weight_7_2,weight_7_3,weight_7_4,weight_7_5,weight_7_6,weight_7_7,num_holes,label
222.0,17,51,9.80416178237,1.33292264839,0.0431034482759,13.602589813,0.551724137931,15.5112612613,13.4481981982,23,1,90.0,0.0,0.0,6.0,12.0,10.0,0.0,0.0,0.0,0.0,8.0,16.0,15.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,7.0,0.0,0.0,0.0,0.0,10.0,16.0,7.0,0.0,0.0,0.0,0,3
219.0,20,57,10.131418122,0.767126825703,0.152450090744,14.4204041581,0.655172413793,15.0418569254,16.8888888889,26,0,90.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,11.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0,3
277.0,22,74,9.03068397045,0.381445731377,0.134314476968,12.7210574755,1.46604949885,14.9271961492,16.1209386282,26,1,-61.9275131226,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,16.0,0.0,0.0,0.0,0.0,15.0,0.0,8.0,12.0,0.0,0.0,0.0,12.0,16.0,12.0,15.0,16.0,6.0,0.0,0.0,14.0,16.0,16.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,4
232.0,20,40,10.328169026,0.751211331394,0.0961887477314,14.2470993049,0.655172413793,14.3627873563,14.4015804598,20,2,90.0,0.0,0.0,8.0,12.0,16.0,10.0,0.0,0.0,0.0,0.0,16.0,10.0,8.0,10.0,6.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,7.0,0.0,0.0,0.0,0.0,11.0,12.0,10.0,0.0,0.0,0.0,0,5
260.0,18,54,9.88210962025,1.00601643041,0.0101419878296,14.0121127611,0.586206896552,15.4391025641,14.2711538462,23,2,90.0,0.0,0.0,8.0,15.0,16.0,12.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,15.0,8.0,0.0,0.0,0.0,0.0,12.0,8.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,12.0,0.0,0.0,0.0,0.0,6.0,12.0,8.0,0.0,0.0,0.0,0,5
209.5,19,39,8.85452991418,0.994227175364,0.14367816092,15.1555619169,0.620689655172,15.3452665076,16.7008750994,22,0,90.0,0.0,0.0,9.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,13.0,12.0,6.0,0.0,0.0,0.0,8.0,8.0,8.0,11.0,11.0,0.0,0,2
337.5,19,38,11.8162168497,0.872404873244,0.130268199234,13.0118375053,0.620689655172,15.9071604938,17.9338271605,25,2,90.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,11.0,10.0,0.0,0.0,0.0,16.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,11.0,11.0,9.0,16.0,8.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,1,6
274.5,19,29,9.47012519394,0.88812387997,0.07256681633,13.7943281788,0.449397525311,16.4541590771,16.064966606,19,0,74.3577518463,0.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,12.0,0.0,0,1
294.0,20,47,9.10868022972,0.748028232532,0.0508166969147,13.959214599,0.655172413793,15.7970521542,15.5731292517,23,2,90.0,0.0,0.0,13.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,12.0,0.0,0.0,0.0,8.0,15.0,0.0,11.0,16.0,0.0,0.0,0.0,8.0,15.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,7.0,0.0,1,9
284.0,19,40,10.8895097578,0.931351148464,0.0769456005926,12.2615719068,0.547029706712,15.301056338,13.3638497653,29,2,77.0053834915,0.0,0.0,8.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,15.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,15.0,10.0,16.0,13.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,8.0,16.0,13.0,0.0,0.0,0.0,1,9
357.5,17,34,11.0264379378,1.37271138417,0.0258620689655,14.1556299943,0.551724137931,15.6540792541,15.9407925408,18,2,90.0,0.0,0.0,0.0,15.0,10.0,7.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,15.0,11.0,0.0,0.0,0.0,0.0,15.0,11.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,7.0,0.0,0.0,1,8
235.0,19,47,10.7845672443,1.06103295395,0.0651340996169,13.8247907643,0.620689655172,14.4780141844,12.7446808511,23,1,90.0,0.0,0.0,12.0,13.0,16.0,12.0,0.0,0.0,0.0,9.0,16.0,13.0,7.0,8.0,0.0,0.0,0.0,10.0,16.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,0.0,0.0,0.0,0.0,11.0,15.0,8.0,0.0,0.0,0.0,0,5
204.0,21,45,9.93282558327,0.757577529117,0.149679424892,14.6657521572,0.620790580962,15.9035947712,18.0285947712,22,1,85.0302591324,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,7.0,12.0,11.0,8.0,7.0,0.0,0,2
240.0,20,41,9.48193779677,0.678000057571,0.10889292196,13.5476457182,0.655172413793,13.6861111111,14.5305555556,27,2,90.0,0.0,0.0,0.0,14.0,16.0,14.0,0.0,0.0,0.0,7.0,16.0,15.0,8.0,8.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,7.0,0.0,0.0,0.0,0.0,11.0,16.0,10.0,0.0,0.0,0.0,0,5
258.0,22,55,9.20895711098,0.363031109863,0.139247842668,12.7335106742,1.36619723903,16.84625323,15.4567183463,28,1,-56.3099365234,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,7.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,8.0,0.0,12.0,11.0,0.0,0.0,8.0,16.0,16.0,16.0,16.0,7.0,0.0,0.0,0.0,8.0,8.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0,4
222.5,19,62,9.0206737344,1.16320649766,0.0114942528736,14.0261623268,0.620689655172,15.9610486891,14.3355805243,31,2,90.0,0.0,0.0,9.0,12.0,12.0,12.0,6.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,14.0,12.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,10.0,0.0,0.0,0,5
239.5,22,37,11.0596961325,0.665557034748,0.127938441932,14.9577500348,0.671511581895,16.7800974252,16.7787056367,19,2,87.5104470253,0.0,0.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,11.0,6.0,0.0,0.0,0.0,16.0,16.0,16.0,14.0,16.0,0.0,0,2
261.5,23,54,9.41044830249,0.460365537869,0.120404967112,13.1170478188,1.44186053893,14.5226258764,17.4015296367,26,2,-63.4349517822,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,8.0,0.0,0.0,10.0,16.0,8.0,10.0,16.0,8.0,0.0,0.0,16.0,16.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0,4
274.0,16,35,9.81338854239,1.00466557827,0.10601006986,13.2641216498,0.480291960105,14.6405109489,16.3138686131,23,0,85.0302591324,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,9.0,0.0,0.0,0,1
229.5,24,40,9.44633240339,0.574726183387,0.23393277845,15.3318313286,0.515729268234,14.3783587509,18.149600581,22,0,62.5924243927,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,15.0,12.0,7.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,16.0,0.0,0,1
204.0,20,55,10.950209734,0.652535266677,0.0907441016334,12.6401595167,0.655172413793,15.1200980392,15.4117647059,35,5,90.0,0.0,0.0,6.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,13.0,12.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,11.0,0.0,0.0,1,0
259.5,22,42,9.94795251639,0.597159869122,0.11317311861,14.5302177503,0.627639099793,15.2562620424,16.8715478484,24,1,79.9920196533,0.0,0.0,8.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,11.0,16.0,9.0,8.0,6.0,0.0,0,2
239.5,19,49,9.00434808874,0.915632141739,0.165967987673,13.5699046948,0.636229658376,17.7383437717,13.5441892832,22,0,75.3791246414,0.0,0.0,0.0,9.0,13.0,14.0,0.0,0.0,0.0,0.0,16.0,15.0,11.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0,7
253.0,13,31,9.16612234939,2.33427249868,0.0459770114943,13.421946867,2.41666666667,15.0329380764,15.4202898551,19,0,90.0,0.0,0.0,11.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,16.0,0.0,0.0,0.0,0,1
237.5,20,46,9.61952858514,0.6589014644,0.115900721021,13.5863163714,1.60479043704,16.1431578947,12.9319298246,25,2,-86.8201675415,0.0,0.0,0.0,15.0,16.0,16.0,8.0,0.0,0.0,0.0,11.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,7.0,15.0,9.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,0,5
227.0,20,53,10.3044931625,0.728929639361,0.0359874053403,14.0028960321,0.612788663597,15.43979442,14.8164464023,22,2,83.9909944534,0.0,0.0,6.0,12.0,12.0,10.0,0.0,0.0,0.0,0.0,16.0,13.0,9.0,12.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,8.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,6.0,0.0,0.0,0,5
210.5,20,41,9.93368405509,0.795774715459,0.219600725953,13.5716809786,0.655172413793,17.674584323,12.8368962787,21,0,90.0,0.0,0.0,0.0,8.0,8.0,10.0,12.0,0.0,0.0,0.0,9.0,12.0,12.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,0,7
280.0,21,46,10.0065467161,0.6589014644,0.174294352694,12.8108598809,0.550724638577,15.0702380952,19.6339285714,25,1,63.4349498749,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,12.0,16.0,13.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,13.0,6.0,0.0,0.0,0.0,13.0,12.0,8.0,12.0,11.0,0.0,0.0,0.0,0.0,10.0,13.0,14.0,0.0,0.0,1,6
244.0,21,57,9.93838151838,0.795774715459,0.163074626395,14.8005917135,0.640845122615,14.4084699454,17.5607923497,26,2,86.9872126579,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,11.0,0.0,0.0,0.0,11.0,11.0,8.0,9.0,8.0,0.0,0,2
202.0,20,56,10.1748782166,0.655718365539,0.0347933380274,13.3260588584,0.587837850714,17.4735973597,14.1922442244,25,3,78.6900672913,0.0,0.0,0.0,10.0,16.0,9.0,0.0,0.0,0.0,0.0,15.0,9.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0,3
403.0,19,47,10.6335969834,1.13962798757,0.0,14.2486208042,0.620689655172,15.1993382961,14.9772539289,23,3,90.0,0.0,0.0,11.0,12.0,16.0,10.0,0.0,0.0,0.0,0.0,16.0,15.0,7.0,15.0,0.0,0.0,0.0,0.0,16.0,6.0,8.0,15.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,14.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,16.0,9.0,12.0,14.0,0.0,0.0,0.0,0.0,11.0,16.0,15.0,0.0,0.0,0.0,2,8
257.0,19,46,10.4861474884,1.13569823589,0.00191570881226,13.7957469031,0.620689655172,14.8287937743,14.878080415,23,2,90.0,0.0,0.0,10.0,12.0,12.0,9.0,0.0,0.0,0.0,0.0,16.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,6.0,12.0,9.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,0.0,0.0,0.0,0.0,13.0,15.0,9.0,0.0,0.0,0.0,0,5
352.5,20,46,11.2934544624,0.735295837085,0.0471869328494,13.1217459824,0.655172413793,16.0600472813,14.3040189125,21,2,90.0,0.0,0.0,10.0,15.0,8.0,0.0,0.0,0.0,0.0,6.0,16.0,15.0,16.0,8.0,0.0,0.0,0.0,8.0,16.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,16.0,11.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,8.0,0.0,0.0,0.0,12.0,16.0,14.0,11.0,0.0,0.0,1,9
397.5,19,30,11.5681108818,0.860615618201,0.13601532567,12.3878751387,0.620689655172,15.1433962264,16.3681341719,25,2,90.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,14.0,11.0,0.0,0.0,0.0,7.0,16.0,8.0,0.0,16.0,0.0,0.0,0.0,7.0,16.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,15.0,0.0,0.0,0.0,0.0,11.0,14.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,1,0
263.0,20,45,9.69441409324,0.754394430256,0.0927723992926,14.0208901743,0.605882381414,15.0456273764,16.871356147,26,1,86.6335394382,0.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,15.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,14.0,0.0,0.0,0.0,0.0,10.0,12.0,13.0,16.0,7.0,0.0,0,2
260.5,17,41,10.684675954,1.19863566516,0.0624807782159,13.0232909759,0.494282151646,13.094049904,15.2431222009,21,0,83.4180550575,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,12.0,0.0,0.0,0,1
214.5,18,47,10.0680340956,0.91956189342,0.0426718466759,13.7951183734,0.565529643216,16.2727272727,15.1965811966,19,2,86.9872126579,0.0,0.0,8.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,9.0,9.0,15.0,0.0,0.0,0.0,0.0,6.0,12.0,10.0,0.0,0.0,0.0,0,3
261.0,22,57,9.22203486321,0.326201866833,0.127235208682,12.2099214792,1.48554934518,15.8422733078,15.3295019157,26,3,-57.9946174622,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,0.0,8.0,15.0,0.0,0.0,6.0,16.0,6.0,0.0,16.0,10.0,0.0,0.0,8.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0,4
225.5,22,38,9.50317018272,0.6418810928,0.267651888342,13.5343306373,0.724137931034,12.2342941611,11.6407982262,21,0,90.0,0.0,0.0,10.0,16.0,16.0,16.0,7.0,0.0,0.0,14.0,16.0,15.0,11.0,12.0,0.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0,5
248.5,21,56,9.35123664552,0.569774696269,0.191379310345,12.6296552578,0.689655172414,15.6807511737,14.0040241449,20,1,90.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,10.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,16.0,12.0,14.0,16.0,9.0,0.0,0.0,0.0,16.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0,4
197.5,19,50,9.69620249013,1.23001227624,0.044061302682,14.7713507227,0.620689655172,15.5957805907,14.4717299578,22,4,90.0,0.0,0.0,12.0,12.0,15.0,16.0,7.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,16.0,12.0,0.0,0.0,0.0,0,5
